RuleSet,,,org.example.rules
GOLD,A8030,"Acute paralytic poliomyelitis, unspecified",TRUE
GOLD,A8039,Other acute paralytic poliomyelitis,TRUE
GOLD,A804,Acute nonparalytic poliomyelitis,TRUE
GOLD,A809,"Acute poliomyelitis, unspecified",TRUE
GOLD,A8100,"Creutzfeldt-Jakob disease, unspecified",TRUE
GOLD,A8101,Variant Creutzfeldt-Jakob disease,TRUE
GOLD,A8109,Other Creutzfeldt-Jakob disease,TRUE
GOLD,A811,Subacute sclerosing panencephalitis,TRUE
GOLD,A812,Progressive multifocal leukoencephalopathy,TRUE
GOLD,A8181,Kuru,TRUE
GOLD,A8182,Gerstmann-Straussler-Scheinker syndrome,TRUE
GOLD,A8183,Fatal familial insomnia,TRUE
GOLD,A8189,Other atypical virus infections of central nervous system,TRUE
GOLD,A819,"Atypical virus infection of central nervous system, unspecified",TRUE
GOLD,A820,Sylvatic rabies,TRUE
GOLD,A821,Urban rabies,TRUE
GOLD,A829,"Rabies, unspecified",TRUE
GOLD,A830,Japanese encephalitis,TRUE
GOLD,A831,Western equine encephalitis,TRUE
GOLD,A832,Eastern equine encephalitis,TRUE
GOLD,A833,St Louis encephalitis,TRUE
GOLD,A834,Australian encephalitis,TRUE
GOLD,A835,California encephalitis,TRUE
GOLD,A836,Rocio virus disease,TRUE
GOLD,A838,Other mosquito-borne viral encephalitis,TRUE
GOLD,A839,"Mosquito-borne viral encephalitis, unspecified",TRUE
GOLD,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],TRUE
GOLD,A841,Central European tick-borne encephalitis,TRUE
GOLD,A848,Other tick-borne viral encephalitis,TRUE
GOLD,A849,"Tick-borne viral encephalitis, unspecified",TRUE
GOLD,A850,Enteroviral encephalitis,TRUE
GOLD,A851,Adenoviral encephalitis,TRUE
GOLD,A852,"Arthropod-borne viral encephalitis, unspecified",TRUE
GOLD,A858,Other specified viral encephalitis,TRUE
GOLD,A86,Unspecified viral encephalitis,TRUE
GOLD,A870,Enteroviral meningitis,TRUE
GOLD,A871,Adenoviral meningitis,TRUE
GOLD,A872,Lymphocytic choriomeningitis,TRUE
GOLD,A878,Other viral meningitis,TRUE
GOLD,A879,"Viral meningitis, unspecified",TRUE
GOLD,A880,Enteroviral exanthematous fever [Boston exanthem],TRUE
GOLD,A881,Epidemic vertigo,TRUE
GOLD,A888,Other specified viral infections of central nervous system,TRUE
GOLD,A89,Unspecified viral infection of central nervous system,TRUE
GOLD,A90,Dengue fever [classical dengue],TRUE
GOLD,A91,Dengue hemorrhagic fever,TRUE
GOLD,A920,Chikungunya virus disease,TRUE
GOLD,A921,O'nyong-nyong fever,TRUE
GOLD,A922,Venezuelan equine fever,TRUE
GOLD,A9230,"West Nile virus infection, unspecified",TRUE
GOLD,A9231,West Nile virus infection with encephalitis,TRUE
GOLD,A9232,West Nile virus infection with other neurologic manifestation,TRUE
GOLD,A9239,West Nile virus infection with other complications,TRUE
GOLD,A924,Rift Valley fever,TRUE
GOLD,A925,Zika virus disease,TRUE
GOLD,A928,Other specified mosquito-borne viral fevers,TRUE
GOLD,A929,"Mosquito-borne viral fever, unspecified",TRUE
GOLD,A930,Oropouche virus disease,TRUE
GOLD,A931,Sandfly fever,TRUE
GOLD,A932,Colorado tick fever,TRUE
GOLD,A938,Other specified arthropod-borne viral fevers,TRUE
GOLD,A94,Unspecified arthropod-borne viral fever,TRUE
GOLD,A950,Sylvatic yellow fever,TRUE
GOLD,A951,Urban yellow fever,TRUE
GOLD,A959,"Yellow fever, unspecified",TRUE
GOLD,A960,Junin hemorrhagic fever,TRUE
GOLD,A961,Machupo hemorrhagic fever,TRUE
GOLD,A962,Lassa fever,TRUE
GOLD,A968,Other arenaviral hemorrhagic fevers,TRUE
GOLD,A969,"Arenaviral hemorrhagic fever, unspecified",TRUE
GOLD,A980,Crimean-Congo hemorrhagic fever,TRUE
GOLD,A981,Omsk hemorrhagic fever,TRUE
GOLD,A982,Kyasanur Forest disease,TRUE
GOLD,A983,Marburg virus disease,TRUE
GOLD,A984,Ebola virus disease,TRUE
GOLD,A985,Hemorrhagic fever with renal syndrome,TRUE
GOLD,A988,Other specified viral hemorrhagic fevers,TRUE
GOLD,A99,Unspecified viral hemorrhagic fever,TRUE
GOLD,B000,Eczema herpeticum,TRUE
GOLD,B001,Herpesviral vesicular dermatitis,TRUE
GOLD,B002,Herpesviral gingivostomatitis and pharyngotonsillitis,TRUE
GOLD,B003,Herpesviral meningitis,TRUE
GOLD,B004,Herpesviral encephalitis,TRUE
GOLD,B0050,"Herpesviral ocular disease, unspecified",TRUE
GOLD,B0051,Herpesviral iridocyclitis,TRUE
GOLD,B0052,Herpesviral keratitis,TRUE
GOLD,B0053,Herpesviral conjunctivitis,TRUE
GOLD,B0059,Other herpesviral disease of eye,TRUE
GOLD,B007,Disseminated herpesviral disease,TRUE
GOLD,B0081,Herpesviral hepatitis,TRUE
GOLD,B0082,Herpes simplex myelitis,TRUE
GOLD,B0089,Other herpesviral infection,TRUE
GOLD,B009,"Herpesviral infection, unspecified",TRUE
GOLD,B010,Varicella meningitis,TRUE
GOLD,B0111,Varicella encephalitis and encephalomyelitis,TRUE
GOLD,B0112,Varicella myelitis,TRUE
GOLD,B012,Varicella pneumonia,TRUE
GOLD,B0181,Varicella keratitis,TRUE
GOLD,B0189,Other varicella complications,TRUE
GOLD,B019,Varicella without complication,TRUE
GOLD,B020,Zoster encephalitis,TRUE
GOLD,B021,Zoster meningitis,TRUE
GOLD,B0221,Postherpetic geniculate ganglionitis,TRUE
GOLD,B0222,Postherpetic trigeminal neuralgia,TRUE
GOLD,B0223,Postherpetic polyneuropathy,TRUE
GOLD,B0224,Postherpetic myelitis,TRUE
GOLD,B0229,Other postherpetic nervous system involvement,TRUE
GOLD,B0230,"Zoster ocular disease, unspecified",TRUE
GOLD,B0231,Zoster conjunctivitis,TRUE
GOLD,B0232,Zoster iridocyclitis,TRUE
GOLD,B0233,Zoster keratitis,TRUE
GOLD,B0234,Zoster scleritis,TRUE
GOLD,B0239,Other herpes zoster eye disease,TRUE
GOLD,B027,Disseminated zoster,TRUE
GOLD,B028,Zoster with other complications,TRUE
GOLD,B029,Zoster without complications,TRUE
GOLD,B03,Smallpox,TRUE
GOLD,B04,Monkeypox,TRUE
GOLD,B050,Measles complicated by encephalitis,TRUE
GOLD,B051,Measles complicated by meningitis,TRUE
GOLD,B052,Measles complicated by pneumonia,TRUE
GOLD,B053,Measles complicated by otitis media,TRUE
GOLD,B054,Measles with intestinal complications,TRUE
GOLD,B0581,Measles keratitis and keratoconjunctivitis,TRUE
GOLD,B0589,Other measles complications,TRUE
GOLD,B059,Measles without complication,TRUE
GOLD,B0600,"Rubella with neurological complication, unspecified",TRUE
GOLD,B0601,Rubella encephalitis,TRUE
GOLD,B0602,Rubella meningitis,TRUE
GOLD,B0609,Other neurological complications of rubella,TRUE
GOLD,B0681,Rubella pneumonia,TRUE
GOLD,B0682,Rubella arthritis,TRUE
GOLD,B0689,Other rubella complications,TRUE
GOLD,B069,Rubella without complication,TRUE
GOLD,B070,Plantar wart,TRUE
GOLD,B078,Other viral warts,TRUE
GOLD,B079,"Viral wart, unspecified",TRUE
GOLD,B08010,Cowpox,TRUE
GOLD,B08011,Vaccinia not from vaccine,TRUE
GOLD,B0802,Orf virus disease,TRUE
GOLD,B0803,Pseudocowpox [milker's node],TRUE
GOLD,B0804,"Paravaccinia, unspecified",TRUE
GOLD,B0809,Other orthopoxvirus infections,TRUE
GOLD,B081,Molluscum contagiosum,TRUE
GOLD,B0820,"Exanthema subitum [sixth disease], unspecified",TRUE
GOLD,B0821,Exanthema subitum [sixth disease] due to human herpesvirus 6,TRUE
GOLD,B0822,Exanthema subitum [sixth disease] due to human herpesvirus 7,TRUE
GOLD,B083,Erythema infectiosum [fifth disease],TRUE
GOLD,B084,Enteroviral vesicular stomatitis with exanthem,TRUE
GOLD,B085,Enteroviral vesicular pharyngitis,TRUE
GOLD,B0860,"Parapoxvirus infection, unspecified",TRUE
GOLD,B0861,Bovine stomatitis,TRUE
GOLD,B0862,Sealpox,TRUE
GOLD,B0869,Other parapoxvirus infections,TRUE
GOLD,B0870,"Yatapoxvirus infection, unspecified",TRUE
GOLD,B0871,Tanapox virus disease,TRUE
GOLD,B0872,Yaba pox virus disease,TRUE
GOLD,B0879,Other yatapoxvirus infections,TRUE
GOLD,B088,Other specified viral infections characterized by skin and mucous membrane lesions,TRUE
GOLD,B09,Unspecified viral infection characterized by skin and mucous membrane lesions,TRUE
GOLD,B1001,Human herpesvirus 6 encephalitis,TRUE
GOLD,B1009,Other human herpesvirus encephalitis,TRUE
GOLD,B1081,Human herpesvirus 6 infection,TRUE
GOLD,B1082,Human herpesvirus 7 infection,TRUE
GOLD,B1089,Other human herpesvirus infection,TRUE
GOLD,B150,Hepatitis A with hepatic coma,TRUE
GOLD,B159,Hepatitis A without hepatic coma,TRUE
GOLD,B160,Acute hepatitis B with delta-agent with hepatic coma,TRUE
GOLD,B161,Acute hepatitis B with delta-agent without hepatic coma,TRUE
GOLD,B162,Acute hepatitis B without delta-agent with hepatic coma,TRUE
GOLD,B169,Acute hepatitis B without delta-agent and without hepatic coma,TRUE
GOLD,B170,Acute delta-(super) infection of hepatitis B carrier,TRUE
GOLD,B1710,Acute hepatitis C without hepatic coma,TRUE
GOLD,B1711,Acute hepatitis C with hepatic coma,TRUE
GOLD,B172,Acute hepatitis E,TRUE
GOLD,B178,Other specified acute viral hepatitis,TRUE
GOLD,B179,"Acute viral hepatitis, unspecified",TRUE
GOLD,B180,Chronic viral hepatitis B with delta-agent,TRUE
GOLD,B181,Chronic viral hepatitis B without delta-agent,TRUE
GOLD,B182,Chronic viral hepatitis C,TRUE
GOLD,B188,Other chronic viral hepatitis,TRUE
GOLD,B189,"Chronic viral hepatitis, unspecified",TRUE
GOLD,B190,Unspecified viral hepatitis with hepatic coma,TRUE
GOLD,B1910,Unspecified viral hepatitis B without hepatic coma,TRUE
GOLD,B1911,Unspecified viral hepatitis B with hepatic coma,TRUE
GOLD,B1920,Unspecified viral hepatitis C without hepatic coma,TRUE
GOLD,B1921,Unspecified viral hepatitis C with hepatic coma,TRUE
GOLD,B199,Unspecified viral hepatitis without hepatic coma,TRUE
GOLD,B20,Human immunodeficiency virus [HIV] disease,TRUE
GOLD,B250,Cytomegaloviral pneumonitis,TRUE
GOLD,B251,Cytomegaloviral hepatitis,TRUE
GOLD,B252,Cytomegaloviral pancreatitis,TRUE
GOLD,B258,Other cytomegaloviral diseases,TRUE
GOLD,B259,"Cytomegaloviral disease, unspecified",TRUE
GOLD,B260,Mumps orchitis,TRUE
GOLD,B261,Mumps meningitis,TRUE
GOLD,B262,Mumps encephalitis,TRUE
GOLD,B263,Mumps pancreatitis,TRUE
GOLD,B2681,Mumps hepatitis,TRUE
GOLD,B2682,Mumps myocarditis,TRUE
GOLD,B2683,Mumps nephritis,TRUE
GOLD,B2684,Mumps polyneuropathy,TRUE
GOLD,B2685,Mumps arthritis,TRUE
GOLD,B2689,Other mumps complications,TRUE
GOLD,B269,Mumps without complication,TRUE
GOLD,B2700,Gammaherpesviral mononucleosis without complication,TRUE
GOLD,B2701,Gammaherpesviral mononucleosis with polyneuropathy,TRUE
GOLD,B2702,Gammaherpesviral mononucleosis with meningitis,TRUE
GOLD,B2709,Gammaherpesviral mononucleosis with other complications,TRUE
GOLD,B2710,Cytomegaloviral mononucleosis without complications,TRUE
GOLD,B2711,Cytomegaloviral mononucleosis with polyneuropathy,TRUE
GOLD,B2712,Cytomegaloviral mononucleosis with meningitis,TRUE
GOLD,B2719,Cytomegaloviral mononucleosis with other complication,TRUE
GOLD,B2780,Other infectious mononucleosis without complication,TRUE
GOLD,B2781,Other infectious mononucleosis with polyneuropathy,TRUE
GOLD,B2782,Other infectious mononucleosis with meningitis,TRUE
GOLD,B2789,Other infectious mononucleosis with other complication,TRUE
GOLD,B2790,"Infectious mononucleosis, unspecified without complication",TRUE
GOLD,B2791,"Infectious mononucleosis, unspecified with polyneuropathy",TRUE
GOLD,B2792,"Infectious mononucleosis, unspecified with meningitis",TRUE
GOLD,B2799,"Infectious mononucleosis, unspecified with other complication",TRUE
GOLD,B300,Keratoconjunctivitis due to adenovirus,TRUE
GOLD,B301,Conjunctivitis due to adenovirus,TRUE
GOLD,B302,Viral pharyngoconjunctivitis,TRUE
GOLD,B303,Acute epidemic hemorrhagic conjunctivitis (enteroviral),TRUE
GOLD,B308,Other viral conjunctivitis,TRUE
GOLD,B309,"Viral conjunctivitis, unspecified",TRUE
GOLD,B330,Epidemic myalgia,TRUE
GOLD,B331,Ross River disease,TRUE
GOLD,B3320,"Viral carditis, unspecified",TRUE
GOLD,B3321,Viral endocarditis,TRUE
GOLD,B3322,Viral myocarditis,TRUE
GOLD,B3323,Viral pericarditis,TRUE
GOLD,B3324,Viral cardiomyopathy,TRUE
GOLD,B333,"Retrovirus infections, not elsewhere classified",TRUE
GOLD,B334,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],TRUE
GOLD,B338,Other specified viral diseases,TRUE
GOLD,B340,"Adenovirus infection, unspecified",TRUE
GOLD,B341,"Enterovirus infection, unspecified",TRUE
GOLD,B342,"Coronavirus infection, unspecified",TRUE
GOLD,B343,"Parvovirus infection, unspecified",TRUE
GOLD,B344,"Papovavirus infection, unspecified",TRUE
GOLD,B348,Other viral infections of unspecified site,TRUE
GOLD,B349,"Viral infection, unspecified",TRUE
GOLD,B350,Tinea barbae and tinea capitis,TRUE
GOLD,B351,Tinea unguium,TRUE
GOLD,B352,Tinea manuum,TRUE
GOLD,B353,Tinea pedis,TRUE
GOLD,B354,Tinea corporis,TRUE
GOLD,B355,Tinea imbricata,TRUE
GOLD,B356,Tinea cruris,TRUE
GOLD,B358,Other dermatophytoses,TRUE
GOLD,B359,"Dermatophytosis, unspecified",TRUE
GOLD,B360,Pityriasis versicolor,TRUE
GOLD,B361,Tinea nigra,TRUE
GOLD,B362,White piedra,TRUE
GOLD,B363,Black piedra,TRUE
GOLD,B368,Other specified superficial mycoses,TRUE
GOLD,B369,"Superficial mycosis, unspecified",TRUE
GOLD,B370,Candidal stomatitis,TRUE
GOLD,B371,Pulmonary candidiasis,TRUE
GOLD,B372,Candidiasis of skin and nail,TRUE
GOLD,B373,Candidiasis of vulva and vagina,TRUE
GOLD,B3741,Candidal cystitis and urethritis,TRUE
GOLD,B3742,Candidal balanitis,TRUE
GOLD,B3749,Other urogenital candidiasis,TRUE
GOLD,B375,Candidal meningitis,TRUE
GOLD,B376,Candidal endocarditis,TRUE
GOLD,B377,Candidal sepsis,TRUE
GOLD,B3781,Candidal esophagitis,TRUE
GOLD,B3782,Candidal enteritis,TRUE
GOLD,B3783,Candidal cheilitis,TRUE
GOLD,B3784,Candidal otitis externa,TRUE
GOLD,B3789,Other sites of candidiasis,TRUE
GOLD,B379,"Candidiasis, unspecified",TRUE
GOLD,B380,Acute pulmonary coccidioidomycosis,TRUE
GOLD,B381,Chronic pulmonary coccidioidomycosis,TRUE
GOLD,B382,"Pulmonary coccidioidomycosis, unspecified",TRUE
GOLD,B383,Cutaneous coccidioidomycosis,TRUE
GOLD,B384,Coccidioidomycosis meningitis,TRUE
GOLD,B387,Disseminated coccidioidomycosis,TRUE
GOLD,B3881,Prostatic coccidioidomycosis,TRUE
GOLD,B3889,Other forms of coccidioidomycosis,TRUE
GOLD,B389,"Coccidioidomycosis, unspecified",TRUE
GOLD,B390,Acute pulmonary histoplasmosis capsulati,TRUE
GOLD,B391,Chronic pulmonary histoplasmosis capsulati,TRUE
GOLD,B392,"Pulmonary histoplasmosis capsulati, unspecified",TRUE
GOLD,B393,Disseminated histoplasmosis capsulati,TRUE
GOLD,B394,"Histoplasmosis capsulati, unspecified",TRUE
GOLD,B395,Histoplasmosis duboisii,TRUE
GOLD,B399,"Histoplasmosis, unspecified",TRUE
GOLD,B400,Acute pulmonary blastomycosis,TRUE
GOLD,B401,Chronic pulmonary blastomycosis,TRUE
GOLD,B402,"Pulmonary blastomycosis, unspecified",TRUE
GOLD,B403,Cutaneous blastomycosis,TRUE
GOLD,B407,Disseminated blastomycosis,TRUE
GOLD,B4081,Blastomycotic meningoencephalitis,TRUE
GOLD,B4089,Other forms of blastomycosis,TRUE
GOLD,B409,"Blastomycosis, unspecified",TRUE
GOLD,B410,Pulmonary paracoccidioidomycosis,TRUE
GOLD,B417,Disseminated paracoccidioidomycosis,TRUE
GOLD,B418,Other forms of paracoccidioidomycosis,TRUE
GOLD,B419,"Paracoccidioidomycosis, unspecified",TRUE
GOLD,B420,Pulmonary sporotrichosis,TRUE
GOLD,B421,Lymphocutaneous sporotrichosis,TRUE
GOLD,B427,Disseminated sporotrichosis,TRUE
GOLD,B4281,Cerebral sporotrichosis,TRUE
GOLD,B4282,Sporotrichosis arthritis,TRUE
GOLD,B4289,Other forms of sporotrichosis,TRUE
GOLD,B429,"Sporotrichosis, unspecified",TRUE
GOLD,B430,Cutaneous chromomycosis,TRUE
GOLD,B431,Pheomycotic brain abscess,TRUE
GOLD,B432,Subcutaneous pheomycotic abscess and cyst,TRUE
GOLD,B438,Other forms of chromomycosis,TRUE
GOLD,B439,"Chromomycosis, unspecified",TRUE
GOLD,B440,Invasive pulmonary aspergillosis,TRUE
GOLD,B441,Other pulmonary aspergillosis,TRUE
GOLD,B442,Tonsillar aspergillosis,TRUE
GOLD,B447,Disseminated aspergillosis,TRUE
GOLD,B4481,Allergic bronchopulmonary aspergillosis,TRUE
GOLD,B4489,Other forms of aspergillosis,TRUE
GOLD,B449,"Aspergillosis, unspecified",TRUE
GOLD,B450,Pulmonary cryptococcosis,TRUE
GOLD,B451,Cerebral cryptococcosis,TRUE
GOLD,B452,Cutaneous cryptococcosis,TRUE
GOLD,B453,Osseous cryptococcosis,TRUE
GOLD,B457,Disseminated cryptococcosis,TRUE
GOLD,B458,Other forms of cryptococcosis,TRUE
GOLD,B459,"Cryptococcosis, unspecified",TRUE
GOLD,B460,Pulmonary mucormycosis,TRUE
GOLD,B461,Rhinocerebral mucormycosis,TRUE
GOLD,B462,Gastrointestinal mucormycosis,TRUE
GOLD,B463,Cutaneous mucormycosis,TRUE
GOLD,B464,Disseminated mucormycosis,TRUE
GOLD,B465,"Mucormycosis, unspecified",TRUE
GOLD,B468,Other zygomycoses,TRUE
GOLD,B469,"Zygomycosis, unspecified",TRUE
GOLD,B470,Eumycetoma,TRUE
GOLD,B471,Actinomycetoma,TRUE
GOLD,B479,"Mycetoma, unspecified",TRUE
GOLD,B480,Lobomycosis,TRUE
GOLD,B481,Rhinosporidiosis,TRUE
GOLD,B482,Allescheriasis,TRUE
GOLD,B483,Geotrichosis,TRUE
GOLD,B484,Penicillosis,TRUE
GOLD,B488,Other specified mycoses,TRUE
GOLD,B49,Unspecified mycosis,TRUE
GOLD,B500,Plasmodium falciparum malaria with cerebral complications,TRUE
GOLD,B508,Other severe and complicated Plasmodium falciparum malaria,TRUE
GOLD,B509,"Plasmodium falciparum malaria, unspecified",TRUE
GOLD,B510,Plasmodium vivax malaria with rupture of spleen,TRUE
GOLD,B518,Plasmodium vivax malaria with other complications,TRUE
GOLD,B519,Plasmodium vivax malaria without complication,TRUE
GOLD,B520,Plasmodium malariae malaria with nephropathy,TRUE
GOLD,B528,Plasmodium malariae malaria with other complications,TRUE
GOLD,B529,Plasmodium malariae malaria without complication,TRUE
GOLD,B530,Plasmodium ovale malaria,TRUE
GOLD,B531,Malaria due to simian plasmodia,TRUE
GOLD,B538,"Other malaria, not elsewhere classified",TRUE
GOLD,B54,Unspecified malaria,TRUE
GOLD,B550,Visceral leishmaniasis,TRUE
GOLD,B551,Cutaneous leishmaniasis,TRUE
GOLD,B552,Mucocutaneous leishmaniasis,TRUE
GOLD,B559,"Leishmaniasis, unspecified",TRUE
GOLD,B560,Gambiense trypanosomiasis,TRUE
GOLD,B561,Rhodesiense trypanosomiasis,TRUE
GOLD,B569,"African trypanosomiasis, unspecified",TRUE
GOLD,B570,Acute Chagas' disease with heart involvement,TRUE
GOLD,B571,Acute Chagas' disease without heart involvement,TRUE
GOLD,B572,Chagas' disease (chronic) with heart involvement,TRUE
GOLD,B5730,"Chagas' disease with digestive system involvement, unspecified",TRUE
GOLD,B5731,Megaesophagus in Chagas' disease,TRUE
GOLD,B5732,Megacolon in Chagas' disease,TRUE
GOLD,B5739,Other digestive system involvement in Chagas' disease,TRUE
GOLD,B5740,"Chagas' disease with nervous system involvement, unspecified",TRUE
GOLD,B5741,Meningitis in Chagas' disease,TRUE
GOLD,B5742,Meningoencephalitis in Chagas' disease,TRUE
GOLD,B5749,Other nervous system involvement in Chagas' disease,TRUE
GOLD,B575,Chagas' disease (chronic) with other organ involvement,TRUE
GOLD,B5800,"Toxoplasma oculopathy, unspecified",TRUE
GOLD,B5801,Toxoplasma chorioretinitis,TRUE
GOLD,B5809,Other toxoplasma oculopathy,TRUE
GOLD,B581,Toxoplasma hepatitis,TRUE
GOLD,B582,Toxoplasma meningoencephalitis,TRUE
GOLD,B583,Pulmonary toxoplasmosis,TRUE
GOLD,B5881,Toxoplasma myocarditis,TRUE
GOLD,B5882,Toxoplasma myositis,TRUE
GOLD,B5883,Toxoplasma tubulo-interstitial nephropathy,TRUE
GOLD,B5889,Toxoplasmosis with other organ involvement,TRUE
GOLD,B589,"Toxoplasmosis, unspecified",TRUE
GOLD,B59,Pneumocystosis,TRUE
GOLD,B600,Babesiosis,TRUE
GOLD,B6010,"Acanthamebiasis, unspecified",TRUE
GOLD,B6011,Meningoencephalitis due to Acanthamoeba (culbertsoni),TRUE
GOLD,B6012,Conjunctivitis due to Acanthamoeba,TRUE
GOLD,B6013,Keratoconjunctivitis due to Acanthamoeba,TRUE
GOLD,B6019,Other acanthamebic disease,TRUE
GOLD,B602,Naegleriasis,TRUE
GOLD,B608,Other specified protozoal diseases,TRUE
GOLD,B64,Unspecified protozoal disease,TRUE
GOLD,B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],TRUE
GOLD,B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],TRUE
GOLD,B652,Schistosomiasis due to Schistosoma japonicum,TRUE
GOLD,B653,Cercarial dermatitis,TRUE
GOLD,B658,Other schistosomiasis,TRUE
GOLD,B659,"Schistosomiasis, unspecified",TRUE
GOLD,B660,Opisthorchiasis,TRUE
GOLD,B661,Clonorchiasis,TRUE
GOLD,B662,Dicroceliasis,TRUE
GOLD,B663,Fascioliasis,TRUE
GOLD,B664,Paragonimiasis,TRUE
GOLD,B665,Fasciolopsiasis,TRUE
GOLD,B668,Other specified fluke infections,TRUE
GOLD,B669,"Fluke infection, unspecified",TRUE
GOLD,B670,Echinococcus granulosus infection of liver,TRUE
GOLD,B671,Echinococcus granulosus infection of lung,TRUE
GOLD,B672,Echinococcus granulosus infection of bone,TRUE
GOLD,B6731,"Echinococcus granulosus infection, thyroid gland",TRUE
GOLD,B6732,"Echinococcus granulosus infection, multiple sites",TRUE
GOLD,B6739,"Echinococcus granulosus infection, other sites",TRUE
GOLD,B674,"Echinococcus granulosus infection, unspecified",TRUE
GOLD,B675,Echinococcus multilocularis infection of liver,TRUE
GOLD,B6761,"Echinococcus multilocularis infection, multiple sites",TRUE
GOLD,B6769,"Echinococcus multilocularis infection, other sites",TRUE
GOLD,B677,"Echinococcus multilocularis infection, unspecified",TRUE
GOLD,B678,"Echinococcosis, unspecified, of liver",TRUE
GOLD,B6790,"Echinococcosis, unspecified",TRUE
GOLD,B6799,Other echinococcosis,TRUE
GOLD,B680,Taenia solium taeniasis,TRUE
GOLD,B681,Taenia saginata taeniasis,TRUE
GOLD,B689,"Taeniasis, unspecified",TRUE
GOLD,B690,Cysticercosis of central nervous system,TRUE
GOLD,B691,Cysticercosis of eye,TRUE
GOLD,B6981,Myositis in cysticercosis,TRUE
GOLD,B6989,Cysticercosis of other sites,TRUE
GOLD,B699,"Cysticercosis, unspecified",TRUE
GOLD,B700,Diphyllobothriasis,TRUE
GOLD,B701,Sparganosis,TRUE
GOLD,B710,Hymenolepiasis,TRUE
GOLD,B711,Dipylidiasis,TRUE
GOLD,B718,Other specified cestode infections,TRUE
GOLD,B719,"Cestode infection, unspecified",TRUE
